Time,BreathingWaveform
20/08/2018 14:00:33.475,7191396
20/08/2018 14:00:33.515,7190767
20/08/2018 14:00:33.555,7190401
20/08/2018 14:00:33.595,7192286
20/08/2018 14:00:33.635,7192810
20/08/2018 14:00:33.675,7192181
20/08/2018 14:00:33.715,7191553
20/08/2018 14:00:33.755,7192391
20/08/2018 14:00:33.795,7191919
20/08/2018 14:00:33.835,7191972
20/08/2018 14:00:33.875,7191396
20/08/2018 14:00:33.915,7191710
20/08/2018 14:00:33.955,7190767
20/08/2018 14:00:33.995,7191710
20/08/2018 14:00:34.035,7190348
20/08/2018 14:00:34.075,7190610
20/08/2018 14:00:34.115,7191448
20/08/2018 14:00:34.155,7196213
20/08/2018 14:00:34.195,7203440
20/08/2018 14:00:34.235,7209253
20/08/2018 14:00:34.275,7213128
20/08/2018 14:00:34.315,7216584
20/08/2018 14:00:34.355,7221140
20/08/2018 14:00:34.395,7220721
20/08/2018 14:00:34.435,7222292
20/08/2018 14:00:34.475,7232137
20/08/2018 14:00:34.515,7252246
20/08/2018 14:00:34.555,7255545
20/08/2018 14:00:34.595,7252665
20/08/2018 14:00:34.635,7249994
20/08/2018 14:00:34.675,7245281
20/08/2018 14:00:34.715,7241773
20/08/2018 14:00:34.755,7240307
20/08/2018 14:00:34.795,7237583
20/08/2018 14:00:34.835,7237007
20/08/2018 14:00:34.875,7235070
20/08/2018 14:00:34.915,7232451
20/08/2018 14:00:34.955,7230357
20/08/2018 14:00:34.995,7230514
20/08/2018 14:00:35.035,7231718
20/08/2018 14:00:35.075,7233132
20/08/2018 14:00:35.115,7235489
20/08/2018 14:00:35.155,7234703
20/08/2018 14:00:35.195,7239521
20/08/2018 14:00:35.235,7244339
20/08/2018 14:00:35.275,7245124
20/08/2018 14:00:35.315,7244653
20/08/2018 14:00:35.355,7243082
20/08/2018 14:00:35.395,7242820
20/08/2018 14:00:35.435,7246486
20/08/2018 14:00:35.475,7259159
20/08/2018 14:00:35.515,7275706
20/08/2018 14:00:35.555,7281624
20/08/2018 14:00:35.595,7289741
20/08/2018 14:00:35.635,7282514
20/08/2018 14:00:35.675,7259473
20/08/2018 14:00:35.715,7245753
20/08/2018 14:00:35.755,7244391
20/08/2018 14:00:35.795,7255493
20/08/2018 14:00:35.835,7263086
20/08/2018 14:00:35.875,7261882
20/08/2018 14:00:35.915,7262510
20/08/2018 14:00:35.955,7266123
20/08/2018 14:00:35.995,7265233
20/08/2018 14:00:36.035,7263243
20/08/2018 14:00:36.075,7262091
20/08/2018 14:00:36.115,7263139
20/08/2018 14:00:36.155,7264395
20/08/2018 14:00:36.195,7263924
20/08/2018 14:00:36.235,7264605
20/08/2018 14:00:36.275,7261777
20/08/2018 14:00:36.315,7262562
20/08/2018 14:00:36.355,7261620
20/08/2018 14:00:36.395,7258897
20/08/2018 14:00:36.435,7260311
20/08/2018 14:00:36.475,7260415
20/08/2018 14:00:36.515,7261306
20/08/2018 14:00:36.555,7256435
20/08/2018 14:00:36.595,7257797
20/08/2018 14:00:36.635,7262196
20/08/2018 14:00:36.675,7267537
20/08/2018 14:00:36.715,7270522
20/08/2018 14:00:36.755,7272879
20/08/2018 14:00:36.795,7270993
20/08/2018 14:00:36.835,7271779
20/08/2018 14:00:36.875,7271203
20/08/2018 14:00:36.915,7272879
20/08/2018 14:00:36.955,7272983
20/08/2018 14:00:36.995,7272250
20/08/2018 14:00:37.035,7269160
20/08/2018 14:00:37.075,7263348
20/08/2018 14:00:37.115,7261410
20/08/2018 14:00:37.155,7263610
20/08/2018 14:00:37.195,7258949
20/08/2018 14:00:37.235,7253974
20/08/2018 14:00:37.275,7254027
20/08/2018 14:00:37.315,7252770
20/08/2018 14:00:37.355,7259316
20/08/2018 14:00:37.395,7270470
20/08/2018 14:00:37.435,7275445
20/08/2018 14:00:37.475,7279477
20/08/2018 14:00:37.515,7283981
20/08/2018 14:00:37.555,7288694
20/08/2018 14:00:37.595,7290841
20/08/2018 14:00:37.635,7289898
20/08/2018 14:00:37.675,7284923
